ANO,MES,DIA,LATITUD,LONGITUD,PROFUNDIDAD,COLOR,Ml,SIZE,Mw,DEPARTAMENTO,MUNICIPIO,X,Y
2009,9,12,6.821,-73.074,147,1,1.8,2,,SANTANDER,LOS_SANTOS,1111313.013,1245833.181
2009,9,13,6.447,-73.076,147,1,1.8,2,,SANTANDER,VALLE_DE_SAN_JOSE,1111175.406,1204465.774
2009,9,23,6.751,-73.122,147,1,1.8,2,,SANTANDER,LOS_SANTOS,1106021.535,1238079.99
2009,10,14,6.808,-73.051,147,1,1.8,2,,SANTANDER,LOS_SANTOS,1113858.904,1244400.62
2010,8,3,6.817,-73.017,147,1,1.8,2,,SANTANDER,CEPITA,1117615.827,1245404.22
2010,8,13,6.761,-73.158,147,1,1.8,2,,SANTANDER,LOS_SANTOS,1102038.872,1239178.383
2010,8,31,6.768,-73.045,147,1,1.8,2,,SANTANDER,LOS_SANTOS,1114531.694,1239977.691
2010,9,16,6.767,-73.13,147,1,1.8,2,,SANTANDER,LOS_SANTOS,1105133.516,1239847.953
2010,9,21,6.766,-73.075,147,1,1.8,2,,SANTANDER,LOS_SANTOS,1111215.043,1239749.536
2010,11,3,6.793,-73.089,147,1,1.8,2,,SANTANDER,LOS_SANTOS,1109660.983,1242732.758
2004,12,24,6.817,-73.072,147,1,1.7,2,,SANTANDER,LOS_SANTOS,1111535.05,1245391.211
2006,10,1,6.78,-72.961,147,1,1.7,2,,SANTANDER,CEPITA,1123816.71,1241325.55
2008,10,18,6.829,-72.888,147,1,1.7,2,,SANTANDER,SAN_ANDRES,1131875.164,1246764.825
2008,11,17,6.828,-72.926,147,1,1.7,2,,SANTANDER,CEPITA,1127674.079,1246644.009
2009,8,11,6.798,-73.046,147,1,1.7,2,,SANTANDER,LOS_SANTOS,1114414.07,1243295.711
2010,7,29,6.787,-73.15,147,1,1.7,2,,SANTANDER,LOS_SANTOS,1102917.934,1242055.793
2010,1,8,6.843,-73.121,147,1,1.6,2,,SANTANDER,LOS_SANTOS,1106112.008,1248255.966
2010,9,5,6.798,-73.062,147,1,1.6,2,,SANTANDER,LOS_SANTOS,1112645.052,1243291.971
2010,9,10,6.739,-73.159,147,1,1.6,2,,SANTANDER,VILLANUEVA,1101932.887,1236744.871
2010,6,16,6.765,-73.099,147,1,1.5,2,,SANTANDER,LOS_SANTOS,1108561.59,1239633.526
2008,12,27,6.885,-72.981,147,1,1.4,2,,SANTANDER,CEPITA,1121578.863,1252934.663
2009,9,20,6.775,-73.01,147,1,1.4,2,,SANTANDER,CEPITA,1118399.991,1240760.314
2009,12,8,6.845,-72.882,147,1,1.4,2,,SANTANDER,SAN_ANDRES,1132534.145,1248536.302
2010,5,9,6.752,-73.03,147,1,1.4,2,,SANTANDER,CEPITA,1116194.067,1238211.495
2010,6,19,6.782,-73.102,147,1,1.4,2,,SANTANDER,LOS_SANTOS,1108226.107,1241513.172
2008,1,22,6.846,-73.134,147,1,1.3,2,,SANTANDER,LOS_SANTOS,1104674.196,1248584.946
2010,6,22,6.798,-73.079,147,1,1.3,2,,SANTANDER,LOS_SANTOS,1110765.48,1243288.062
2010,7,17,6.783,-73.093,147,1,1.3,2,,SANTANDER,LOS_SANTOS,1109220.975,1241625.788
2010,8,21,6.81,-73.114,147,1,1.2,2,,SANTANDER,LOS_SANTOS,1106893.16,1244607.498
2010,9,6,6.806,-73.13,147,1,1.2,2,,SANTANDER,LOS_SANTOS,1105125.089,1244161.578
2009,5,31,6.811,-73.151,147,1,1.1,2,,SANTANDER,LOS_SANTOS,1102802.291,1244710.106
2009,10,29,6.799,-73.022,147,1,1,2,,SANTANDER,CEPITA,1117067.372,1243412.039
2009,10,27,6.804,-73.161,146.9,1,5.5,40,,SANTANDER,LOS_SANTOS,1101698.185,1243933.763
2009,3,13,6.879,-73.138,146.9,1,4.4,10,,SANTANDER,LOS_SANTOS,1104224.847,1252234.073
2006,9,6,6.815,-73.125,146.9,1,3.9,10,,SANTANDER,LOS_SANTOS,1105675.924,1245158.118
2009,11,3,6.823,-73.12,146.9,1,3.9,10,,SANTANDER,LOS_SANTOS,1106226.956,1246044.061
2009,1,13,6.824,-73.072,146.9,1,3.6,10,,SANTANDER,LOS_SANTOS,1111533.437,1246165.465
2009,10,24,6.782,-73.105,146.9,1,3.6,10,,SANTANDER,LOS_SANTOS,1107894.41,1241512.506
2001,1,1,6.818,-73.063,146.9,1,3.4,10,,SANTANDER,LOS_SANTOS,1112529.847,1245503.9
2004,2,13,6.811,-72.902,146.9,1,3.4,10,,SANTANDER,SAN_ANDRES,1130332.142,1244769.978
2004,10,3,6.793,-73.071,146.9,1,3.4,10,,SANTANDER,LOS_SANTOS,1111651.133,1242736.855
2006,12,14,6.859,-73.15,146.9,1,3.4,10,,SANTANDER,LOS_SANTOS,1102902.623,1250019.375
2007,2,12,6.84,-73.189,146.9,1,3.4,10,,SANTANDER,ZAPATOCA,1098595.217,1247909.737
2003,9,13,6.82,-72.941,146.9,1,3.3,10,,SANTANDER,CEPITA,1126017.749,1245755.174
2006,8,11,6.806,-73.019,146.9,1,3.3,10,,SANTANDER,CEPITA,1117397.371,1244187.03
2008,4,26,6.848,-73.117,146.9,1,3.3,10,,SANTANDER,LOS_SANTOS,1106553.108,1248809.88
2010,1,13,6.851,-73.134,146.9,1,3.3,10,,SANTANDER,LOS_SANTOS,1104673.11,1249137.975
2010,10,30,6.794,-73.107,146.9,1,3.3,10,,SANTANDER,LOS_SANTOS,1107670.622,1242839.342
2010,9,20,6.78,-73.05,146.9,1,3.2,10,,SANTANDER,LOS_SANTOS,1113976.034,1241303.82
2010,10,7,6.777,-73.121,146.9,1,3.2,10,,SANTANDER,LOS_SANTOS,1106126.454,1240955.961
2004,11,24,6.812,-73.079,146.9,1,3.1,10,,SANTANDER,LOS_SANTOS,1110762.284,1244836.567
2002,12,28,6.804,-73.03,146.9,1,3,10,,SANTANDER,CEPITA,1116181.66,1243963.163
2003,7,26,6.821,-73.018,146.9,1,3,10,,SANTANDER,CEPITA,1117504.295,1245846.416
2006,7,3,6.83,-73.123,146.9,1,3,10,,SANTANDER,LOS_SANTOS,1105893.756,1246817.647
2009,7,8,6.795,-73.049,146.9,1,3,10,,SANTANDER,LOS_SANTOS,1114083.083,1242963.18
2009,9,23,6.789,-73.031,146.9,1,3,10,,SANTANDER,CEPITA,1116074.682,1242303.788
2001,11,26,6.819,-73.013,146.9,1,2.9,2,,SANTANDER,CEPITA,1118057.582,1245626.413
2003,12,19,6.837,-73.043,146.9,1,2.9,2,,SANTANDER,LOS_SANTOS,1114736.519,1247610.159
2004,8,2,6.766,-72.828,146.9,1,2.9,2,,SANTANDER,SAN_ANDRES,1138526.972,1239812.755
2004,9,18,6.84,-73.098,146.9,1,2.9,2,,SANTANDER,LOS_SANTOS,1108655.367,1247929.262
2009,2,13,6.847,-73.102,146.9,1,2.9,2,,SANTANDER,LOS_SANTOS,1108211.587,1248702.612
2009,12,13,6.798,-72.982,146.9,1,2.9,2,,SANTANDER,CEPITA,1121490.229,1243311.254
2000,12,26,6.783,-72.981,146.9,1,2.8,2,,SANTANDER,CEPITA,1121604.548,1241652.342
2001,3,22,6.792,-72.996,146.9,1,2.8,2,,SANTANDER,CEPITA,1119943.788,1242644.112
2001,3,31,6.822,-73.033,146.9,1,2.8,2,,SANTANDER,CEPITA,1115845.666,1245953.409
2002,4,10,6.893,-73.12,146.9,1,2.8,2,,SANTANDER,LOS_SANTOS,1106211.511,1253786.508
2003,9,13,6.84,-73.056,146.9,1,2.8,2,,SANTANDER,LOS_SANTOS,1113298.602,1247938.916
2004,9,14,6.838,-73.065,146.9,1,2.8,2,,SANTANDER,LOS_SANTOS,1112304.084,1247715.597
2005,9,1,6.811,-73.114,146.9,1,2.8,2,,SANTANDER,LOS_SANTOS,1106892.94,1244718.105
2006,6,5,6.804,-73.147,146.9,1,2.8,2,,SANTANDER,LOS_SANTOS,1103246.011,1243936.718
2006,8,16,6.783,-73.055,146.9,1,2.8,2,,SANTANDER,LOS_SANTOS,1113422.496,1241634.477
2007,4,5,6.838,-73.042,146.9,1,2.8,2,,SANTANDER,LOS_SANTOS,1114846.836,1247721.006
2008,2,27,6.834,-72.972,146.9,1,2.8,2,,SANTANDER,CEPITA,1122586.776,1247295.771
2010,6,18,6.798,-73.086,146.9,1,2.8,2,,SANTANDER,LOS_SANTOS,1109991.542,1243286.472
2000,4,22,6.859,-73.086,146.9,1,2.7,2,,SANTANDER,LOS_SANTOS,1109977.664,1250033.52
2001,7,15,6.835,-73.027,146.9,1,2.7,2,,SANTANDER,CEPITA,1116505.886,1247392.771
2001,10,26,6.81,-72.993,146.9,1,2.7,2,,SANTANDER,CEPITA,1120271.028,1244635.841
2002,3,25,6.787,-73.047,146.9,1,2.7,2,,SANTANDER,LOS_SANTOS,1114306.093,1242078.782
2002,6,22,6.83,-73.081,146.9,1,2.7,2,,SANTANDER,LOS_SANTOS,1110537.053,1246827.045
2002,8,19,6.862,-73.078,146.9,1,2.7,2,,SANTANDER,LOS_SANTOS,1110861.362,1250367.178
2003,10,6,6.82,-73.062,146.9,1,2.7,2,,SANTANDER,LOS_SANTOS,1112639.94,1245725.349
2003,10,10,6.822,-72.895,146.9,1,2.7,2,,SANTANDER,SAN_ANDRES,1131103.126,1245988.622
2005,8,1,6.816,-72.989,146.9,1,2.7,2,,SANTANDER,CEPITA,1120711.785,1245300.498
2006,6,3,6.823,-73.087,146.9,1,2.7,2,,SANTANDER,LOS_SANTOS,1109875.312,1246051.427
2009,2,28,6.883,-72.983,146.9,1,2.7,2,,SANTANDER,CEPITA,1121358.277,1252712.934
2010,3,19,6.83,-73.052,146.9,1,2.7,2,,SANTANDER,LOS_SANTOS,1113743.173,1246833.771
2001,1,2,6.899,-73.119,146.9,1,2.6,2,,SANTANDER,PIEDECUESTA,1106320.718,1254450.37
2001,6,24,6.798,-73.071,146.9,1,2.6,2,,SANTANDER,LOS_SANTOS,1111649.984,1243289.894
2001,10,18,6.807,-73.099,146.9,1,2.6,2,,SANTANDER,LOS_SANTOS,1108552.219,1244279.009
2002,1,6,6.861,-72.983,146.9,1,2.6,2,,SANTANDER,CEPITA,1121363.838,1250279.49
2002,3,8,6.818,-73.016,146.9,1,2.6,2,,SANTANDER,CEPITA,1117726.144,1245515.073
2003,12,23,6.829,-73.065,146.9,1,2.6,2,,SANTANDER,LOS_SANTOS,1112306.176,1246720.124
2004,6,7,6.827,-73.086,146.9,1,2.6,2,,SANTANDER,LOS_SANTOS,1109984.96,1246494.083
2004,10,6,6.785,-73.167,146.9,1,2.6,2,,SANTANDER,LOS_SANTOS,1101038.782,1241831.022
2005,10,18,6.829,-73.115,146.9,1,2.6,2,,SANTANDER,LOS_SANTOS,1106778.411,1246708.799
2006,6,13,6.811,-73.075,146.9,1,2.6,2,,SANTANDER,LOS_SANTOS,1111204.752,1244726.875
2006,7,26,6.858,-73.103,146.9,1,2.6,2,,SANTANDER,LOS_SANTOS,1108098.568,1249919.064
2008,1,2,6.803,-73.155,146.9,1,2.6,2,,SANTANDER,LOS_SANTOS,1102361.749,1243824.419
2008,10,10,6.83,-72.946,146.9,1,2.6,2,,SANTANDER,CEPITA,1125462.341,1246859.998
2001,3,7,6.818,-72.973,146.9,1,2.5,2,,SANTANDER,CEPITA,1122480.271,1245525.738
2001,10,8,6.765,-72.964,146.9,1,2.5,2,,SANTANDER,CEPITA,1123488.799,1239665.618
2002,6,26,6.765,-72.965,146.9,1,2.5,2,,SANTANDER,CEPITA,1123378.225,1239665.365
2002,9,26,6.827,-72.735,146.9,1,2.5,2,,SANTANDER,CERRITO,1148792.329,1246588.019
2002,11,14,6.767,-73.076,146.9,1,2.5,2,,SANTANDER,LOS_SANTOS,1111104.245,1239859.916
2003,1,1,6.84,-73.084,146.9,1,2.5,2,,SANTANDER,LOS_SANTOS,1110203.106,1247932.435
2003,3,8,6.807,-73.047,146.9,1,2.5,2,,SANTANDER,LOS_SANTOS,1114301.386,1244290.952
2004,4,13,6.787,-72.981,146.9,1,2.5,2,,SANTANDER,CEPITA,1121603.548,1242094.785
2004,8,13,6.802,-73.091,146.9,1,2.5,2,,SANTANDER,LOS_SANTOS,1109437.828,1243727.771
2004,9,27,6.825,-73.083,146.9,1,2.5,2,,SANTANDER,LOS_SANTOS,1110317.084,1246273.551
2005,7,20,6.839,-73.191,146.9,1,2.5,2,,SANTANDER,ZAPATOCA,1098374.322,1247798.725
2005,10,20,6.851,-73.197,146.9,1,2.5,2,,SANTANDER,ZAPATOCA,1097708.593,1249124.756
2005,12,20,6.826,-73.079,146.9,1,2.5,2,,SANTANDER,LOS_SANTOS,1110759.081,1246385.073
2006,4,11,6.818,-73.1,146.9,1,2.5,2,,SANTANDER,LOS_SANTOS,1108439.197,1245495.461
2007,2,26,6.841,-73.114,146.9,1,2.5,2,,SANTANDER,LOS_SANTOS,1106886.31,1248036.298
2007,11,18,6.843,-73.011,146.9,1,2.5,2,,SANTANDER,CEPITA,1118272.827,1248281.539
2008,1,16,6.797,-73.062,146.9,1,2.5,2,,SANTANDER,LOS_SANTOS,1112645.284,1243181.363
2008,10,20,6.82,-72.991,146.9,1,2.5,2,,SANTANDER,CEPITA,1120489.666,1245742.443
2009,8,26,6.786,-73.07,146.9,1,2.5,2,,SANTANDER,LOS_SANTOS,1111763.306,1241962.831
2002,10,20,6.9,-73.078,146.9,1,2.4,2,,SANTANDER,PIEDECUESTA,1110852.58,1254570.277
2003,2,7,6.769,-73.026,146.9,1,2.4,2,,SANTANDER,CEPITA,1116632.305,1240092.802
2003,5,19,6.834,-73.211,146.9,1,2.4,2,,SANTANDER,ZAPATOCA,1096164.325,1247241.681
2003,12,14,6.842,-73.015,146.9,1,2.4,2,,SANTANDER,CEPITA,1117830.852,1248169.95
2004,8,14,6.845,-73.008,146.9,1,2.4,2,,SANTANDER,CEPITA,1118603.999,1248503.495
2004,9,15,6.817,-73.052,146.9,1,2.4,2,,SANTANDER,LOS_SANTOS,1113746.23,1245395.861
2005,5,21,6.849,-73.134,146.9,1,2.4,2,,SANTANDER,LOS_SANTOS,1104673.544,1248916.763
2006,1,9,6.807,-73.024,146.9,1,2.4,2,,SANTANDER,CEPITA,1116844.316,1244296.432
2006,11,22,6.776,-73.001,146.9,1,2.4,2,,SANTANDER,CEPITA,1119394.881,1240873.12
2007,8,31,6.685,-72.952,146.9,1,2.4,2,,SANTANDER,ARATOCA,1124836.043,1230819.746
2009,3,3,6.845,-73.068,146.9,1,2.4,2,,SANTANDER,LOS_SANTOS,1111970.797,1248489.156
2010,1,14,6.789,-73.086,146.9,1,2.4,2,,SANTANDER,LOS_SANTOS,1109993.579,1242291.007
2010,8,28,6.774,-73.049,146.9,1,2.4,2,,SANTANDER,LOS_SANTOS,1114088.007,1240640.404
2010,10,31,6.794,-73.093,146.9,1,2.4,2,,SANTANDER,LOS_SANTOS,1109218.504,1242842.465
2001,10,24,6.818,-73.002,146.9,1,2.3,2,,SANTANDER,CEPITA,1119273.993,1245518.498
2002,11,23,6.731,-73.049,146.9,1,2.3,2,,SANTANDER,ARATOCA,1114098.043,1235884.249
2002,12,18,6.798,-72.968,146.9,1,2.3,2,,SANTANDER,CEPITA,1123038.158,1243314.778
2003,4,21,6.795,-73.181,146.9,1,2.3,2,,SANTANDER,LOS_SANTOS,1099488.858,1242934.182
2003,12,16,6.882,-73.147,146.9,1,2.3,2,,SANTANDER,LOS_SANTOS,1103229.322,1252563.946
2004,2,18,6.808,-73.029,146.9,1,2.3,2,,SANTANDER,CEPITA,1116291.264,1244405.84
2004,7,11,6.818,-72.892,146.9,1,2.3,2,,SANTANDER,SAN_ANDRES,1131435.905,1245546.978
2004,9,22,6.835,-73.137,146.9,1,2.3,2,,SANTANDER,LOS_SANTOS,1104344.924,1247367.632
2004,12,9,6.832,-73.035,146.9,1,2.3,2,,SANTANDER,CEPITA,1115622.157,1247059.022
2005,10,14,6.864,-73.091,146.9,1,2.3,2,,SANTANDER,LOS_SANTOS,1109423.784,1250585.418
2006,10,28,6.814,-73.116,146.9,1,2.3,2,,SANTANDER,LOS_SANTOS,1106671.162,1245049.483
2007,1,21,6.801,-73.028,146.9,1,2.3,2,,SANTANDER,CEPITA,1116403.506,1243631.815
2007,2,1,6.783,-73.122,146.9,1,2.3,2,,SANTANDER,LOS_SANTOS,1106014.582,1241619.379
2007,4,15,6.783,-73.185,146.9,1,2.3,2,,SANTANDER,LOS_SANTOS,1099049.06,1241606.116
2007,6,12,6.834,-73.18,146.9,1,2.3,2,,SANTANDER,ZAPATOCA,1099591.403,1247247.956
2007,7,7,6.802,-73.066,146.9,1,2.3,2,,SANTANDER,LOS_SANTOS,1112201.875,1243733.477
2008,5,21,6.886,-73.071,146.9,1,2.3,2,,SANTANDER,PIEDECUESTA,1111629.62,1253023.39
2008,11,16,6.833,-73.081,146.9,1,2.3,2,,SANTANDER,LOS_SANTOS,1110536.367,1247158.868
2009,4,12,6.82,-73.001,146.9,1,2.3,2,,SANTANDER,CEPITA,1119384.06,1245739.965
2009,9,16,6.778,-72.95,146.9,1,2.3,2,,SANTANDER,CEPITA,1125033.507,1241107.137
2010,7,18,6.788,-73.11,146.9,1,2.3,2,,SANTANDER,LOS_SANTOS,1107340.259,1242175.04
2001,5,21,6.782,-73.12,146.9,1,2.2,2,,SANTANDER,LOS_SANTOS,1106235.93,1241509.209
2001,9,17,6.874,-73.138,146.9,1,2.2,2,,SANTANDER,LOS_SANTOS,1104225.932,1251681.043
2002,12,18,6.815,-72.989,146.9,1,2.2,2,,SANTANDER,CEPITA,1120712.034,1245189.888
2003,1,30,6.816,-72.989,146.9,1,2.2,2,,SANTANDER,CEPITA,1120711.785,1245300.498
2004,8,13,6.857,-73,146.9,1,2.2,2,,SANTANDER,CEPITA,1119485.459,1249832.794
2004,12,11,6.812,-72.981,146.9,1,2.2,2,,SANTANDER,CEPITA,1121597.284,1244860.056
2005,1,9,6.835,-73.053,146.9,1,2.2,2,,SANTANDER,LOS_SANTOS,1113631.441,1247386.578
2005,1,21,6.845,-73.047,146.9,1,2.2,2,,SANTANDER,LOS_SANTOS,1114292.404,1248494.081
2005,2,10,6.858,-73,146.9,1,2.2,2,,SANTANDER,CEPITA,1119485.21,1249943.405
2005,5,19,6.844,-73.007,146.9,1,2.2,2,,SANTANDER,CEPITA,1118714.8,1248393.131
2005,7,12,6.816,-73.029,146.9,1,2.2,2,,SANTANDER,CEPITA,1116289.344,1245290.713
2005,7,14,6.793,-73.069,146.9,1,2.2,2,,SANTANDER,LOS_SANTOS,1111872.261,1242737.315
2006,4,21,6.825,-73.072,146.9,1,2.2,2,,SANTANDER,LOS_SANTOS,1111533.207,1246276.073
2006,10,26,6.819,-73.088,146.9,1,2.2,2,,SANTANDER,LOS_SANTOS,1109765.663,1245608.771
2007,1,22,6.916,-73.057,146.9,1,2.2,2,,SANTANDER,PIEDECUESTA,1113170.123,1256344.93
2007,2,2,6.785,-73.091,146.9,1,2.2,2,,SANTANDER,LOS_SANTOS,1109441.656,1241847.451
2007,9,29,6.837,-73.236,146.9,1,2.2,2,,SANTANDER,ZAPATOCA,1093399.993,1247568.589
2007,12,16,6.764,-72.938,146.9,1,2.2,2,,SANTANDER,CEPITA,1126364.002,1239561.663
2008,4,7,6.818,-73.004,146.9,1,2.2,2,,SANTANDER,CEPITA,1119052.871,1245518.006
2008,10,19,6.804,-73.015,146.9,1,2.2,2,,SANTANDER,CEPITA,1117840.109,1243966.78
2009,2,12,6.8,-73.086,146.9,1,2.2,2,,SANTANDER,LOS_SANTOS,1109991.089,1243507.686
2009,5,14,6.827,-73.181,146.9,1,2.2,2,,SANTANDER,ZAPATOCA,1099482.292,1246473.52
2010,1,20,7.516,-73.063,146.9,1,2.2,2,,SANTANDER,EL_PLAYON,1112359.343,1322709.472
2010,2,17,6.792,-72.936,146.9,1,2.2,2,,SANTANDER,CEPITA,1126577.873,1242659.328
2001,7,4,6.799,-73.302,146.9,1,2.1,2,,SANTANDER,ZAPATOCA,1086110.564,1243353.498
2002,1,13,6.849,-73.202,146.9,1,2.1,2,,SANTANDER,ZAPATOCA,1097156.261,1248902.538
2002,3,11,6.814,-73.162,146.9,1,2.1,2,,SANTANDER,LOS_SANTOS,1101585.531,1245039.603
2003,11,10,6.854,-73.029,146.9,1,2.1,2,,SANTANDER,CEPITA,1116280.192,1249493.867
2004,1,6,6.826,-72.998,146.9,1,2.1,2,,SANTANDER,CEPITA,1119714.256,1246404.368
2004,10,5,6.774,-73.023,146.9,1,2.1,2,,SANTANDER,CEPITA,1116962.819,1240646.566
2005,3,11,6.795,-73.08,146.9,1,2.1,2,,SANTANDER,LOS_SANTOS,1110655.601,1242956.012
2006,2,7,6.843,-73.086,146.9,1,2.1,2,,SANTANDER,LOS_SANTOS,1109981.316,1248263.801
2006,2,18,6.817,-73.033,146.9,1,2.1,2,,SANTANDER,CEPITA,1115846.863,1245400.364
2006,8,7,6.83,-72.972,146.9,1,2.1,2,,SANTANDER,CEPITA,1122587.791,1246853.326
2006,10,5,6.829,-72.937,146.9,1,2.1,2,,SANTANDER,CEPITA,1126457.645,1246751.731
2006,10,29,6.819,-73.035,146.9,1,2.1,2,,SANTANDER,CEPITA,1115625.266,1245621.104
2008,1,8,6.797,-73.115,146.9,1,2.1,2,,SANTANDER,LOS_SANTOS,1106785.462,1243169.396
2009,1,29,6.734,-73.128,146.9,1,2.1,2,,SANTANDER,JORDAN,1105361.76,1236198.398
2009,2,10,6.805,-73.043,146.9,1,2.1,2,,SANTANDER,LOS_SANTOS,1114744.107,1244070.679
2009,5,7,6.851,-72.879,146.9,1,2.1,2,,SANTANDER,GUACA,1132864.168,1249200.818
2010,8,6,6.78,-73.057,146.9,1,2.1,2,,SANTANDER,LOS_SANTOS,1113202.06,1241302.187
2000,1,15,6.821,-73.067,146.9,1,2,2,,SANTANDER,LOS_SANTOS,1112086.918,1245834.796
2002,1,8,6.837,-72.984,146.9,1,2,2,,SANTANDER,CEPITA,1121259.326,1247624.575
2003,3,5,6.855,-73.284,146.9,1,2,2,,SANTANDER,ZAPATOCA,1088090.383,1249550.408
2003,3,9,6.804,-73.059,146.9,1,2,2,,SANTANDER,LOS_SANTOS,1112975.346,1243956.317
2004,3,19,6.76,-72.979,146.9,1,2,2,,SANTANDER,CEPITA,1121831.437,1239108.794
2004,12,29,6.933,-73.038,146.9,1,2,2,,SANTANDER,PIEDECUESTA,1115266.207,1258229.835
2005,5,25,6.849,-73.11,146.9,1,2,2,,SANTANDER,LOS_SANTOS,1107326.737,1248922.038
2005,6,8,6.85,-73.091,146.9,1,2,2,,SANTANDER,LOS_SANTOS,1109426.967,1249036.916
2005,8,21,6.81,-73.105,146.9,1,2,2,,SANTANDER,LOS_SANTOS,1107888.191,1244609.491
2005,10,19,6.829,-73.131,146.9,1,2,2,,SANTANDER,LOS_SANTOS,1105009.543,1246705.296
2006,12,1,6.803,-73.038,146.9,1,2,2,,SANTANDER,CEPITA,1115297.394,1243850.647
2007,2,18,6.883,-73.001,146.9,1,2,2,,SANTANDER,CEPITA,1119368.445,1252708.418
2008,1,7,6.766,-72.926,146.9,1,2,2,,SANTANDER,CEPITA,1127690.387,1239786.012
2008,7,21,6.775,-72.947,146.9,1,2,2,,SANTANDER,CEPITA,1125365.995,1240776.073
2008,12,22,6.814,-73.012,146.9,1,2,2,,SANTANDER,CEPITA,1118169.362,1245073.608
2008,12,27,6.839,-72.968,146.9,1,2,2,,SANTANDER,CEPITA,1123027.735,1247849.845
2009,4,27,6.796,-73.208,146.9,1,2,2,,SANTANDER,ZAPATOCA,1096503.543,1243039.344
2009,8,19,6.781,-73.092,146.9,1,2,2,,SANTANDER,LOS_SANTOS,1109331.99,1241404.799
2009,9,15,6.79,-73.016,146.9,1,2,2,,SANTANDER,CEPITA,1117732.94,1242418.003
2010,6,7,6.789,-73.107,146.9,1,2,2,,SANTANDER,LOS_SANTOS,1107671.73,1242286.309
2010,7,9,6.83,-73.04,146.9,1,2,2,,SANTANDER,CEPITA,1115069.852,1246836.611
2010,9,26,6.791,-73.038,146.9,1,2,2,,SANTANDER,CEPITA,1115300.243,1242523.341
2010,10,14,6.789,-73.212,146.9,1,2,2,,SANTANDER,ZAPATOCA,1096062.689,1242264.328
2003,1,14,6.822,-72.974,146.9,1,1.9,2,,SANTANDER,CEPITA,1122368.698,1245967.93
2004,4,20,6.877,-73.053,146.9,1,1.9,2,,SANTANDER,PIEDECUESTA,1113621.528,1252032.138
2005,10,1,6.812,-73.21,146.9,1,1.9,2,,SANTANDER,ZAPATOCA,1096279.251,1244808.602
2008,9,14,6.896,-72.946,146.9,1,1.9,2,,SANTANDER,GUACA,1125445.118,1254160.417
2008,10,28,6.799,-73.221,146.9,1,1.9,2,,SANTANDER,ZAPATOCA,1095065.688,1243368.592
2009,1,23,6.824,-73.016,146.9,1,1.9,2,,SANTANDER,CEPITA,1117724.685,1246178.731
2009,2,10,6.841,-73.035,146.9,1,1.9,2,,SANTANDER,CEPITA,1115620.002,1248054.504
2009,6,22,6.78,-72.983,146.9,1,1.9,2,,SANTANDER,CEPITA,1121384.157,1241320.011
2009,11,8,6.774,-73.078,146.9,1,1.9,2,,SANTANDER,LOS_SANTOS,1110881.513,1240633.712
2010,1,18,6.783,-72.99,146.9,1,1.9,2,,SANTANDER,CEPITA,1120609.423,1241650.102
2010,3,9,6.804,-72.975,146.9,1,1.9,2,,SANTANDER,CEPITA,1122262.681,1243976.677
2010,6,5,6.89,-73.1,146.9,1,1.9,2,,SANTANDER,PIEDECUESTA,1108422.988,1253459.166
2010,8,19,6.782,-73.06,146.9,1,1.9,2,,SANTANDER,LOS_SANTOS,1112869.894,1241522.707
2005,8,14,6.854,-73.085,146.9,1,1.8,2,,SANTANDER,LOS_SANTOS,1110089.356,1249480.711
2005,8,30,6.848,-73.064,146.9,1,1.8,2,,SANTANDER,LOS_SANTOS,1112412.307,1248821.911
2006,4,16,6.793,-73.151,146.9,1,1.8,2,,SANTANDER,LOS_SANTOS,1102806.102,1242719.213
2007,10,1,6.803,-73.04,146.9,1,1.8,2,,SANTANDER,CEPITA,1115076.268,1243850.172
2009,1,13,6.798,-73.1,146.9,1,1.8,2,,SANTANDER,LOS_SANTOS,1108443.67,1243283.325
2009,12,30,6.832,-73.147,146.9,1,1.8,2,,SANTANDER,LOS_SANTOS,1103240.042,1247033.669
2010,6,19,6.774,-73.126,146.9,1,1.8,2,,SANTANDER,LOS_SANTOS,1105574.274,1240623.057
2010,7,19,6.772,-73.079,146.9,1,1.8,2,,SANTANDER,LOS_SANTOS,1110771.4,1240412.27
2010,9,18,6.788,-73.105,146.9,1,1.8,2,,SANTANDER,LOS_SANTOS,1107893.079,1242176.146
2010,11,21,6.741,-73.155,146.9,1,1.8,2,,SANTANDER,JORDAN,1102374.764,1236966.914
2005,7,5,6.839,-73.044,146.9,1,1.7,2,,SANTANDER,LOS_SANTOS,1114625.489,1247831.14
2005,7,9,6.794,-73.103,146.9,1,1.7,2,,SANTANDER,LOS_SANTOS,1108112.874,1242840.229
2010,8,12,6.779,-73.091,146.9,1,1.7,2,,SANTANDER,LOS_SANTOS,1109443.005,1241183.81
2010,9,20,6.78,-73.067,146.9,1,1.7,2,,SANTANDER,LOS_SANTOS,1112096.386,1241299.874
2010,11,29,6.808,-73.136,146.9,1,1.7,2,,SANTANDER,LOS_SANTOS,1104461.303,1244381.494
2008,11,4,6.859,-73.011,146.9,1,1.6,2,,SANTANDER,CEPITA,1118268.898,1250051.299
2008,12,7,6.806,-72.961,146.9,1,1.6,2,,SANTANDER,CEPITA,1123810.083,1244201.45
2009,6,13,6.784,-73.132,146.9,1,1.6,2,,SANTANDER,LOS_SANTOS,1104908.72,1241727.819
